repository,window_index,metric_A,best_classifier_A,metric_B,best_classifier_B,window_A_pred,window_A_true,window_A_res,window_B_pred,window_B_true,window_B_res,num_predict,A_intersection_B,A/B,B/A,Missed_both,A_intersection_B_%,A/B_%,B/A_%,Missed_both_%
oVirt/ovirt-ansible-hosted-engine-setup,30,pdg,decision_tree,delta,logistic,"[0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",44,30,1,13,0,68.18,2.27,29.55,0.0
riemers/ansible-gitlab-runner,0,pdg,decision_tree,delta,logistic,"[0, 0, 1, 0, 1, 0, 1]","[0, 0, 0, 0, 1, 0, 0]","[1, 1, 0, 1, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 1]",7,4,1,2,0,57.14,14.29,28.57,0.0
riemers/ansible-gitlab-runner,1,pdg,decision_tree,delta,logistic,"[0, 0, 0, 0, 1, 0, 1]","[0, 0, 0, 0, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 0]","[0, 1, 1, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 1, 1, 1, 1]",7,4,2,1,0,57.14,28.57,14.29,0.0
riemers/ansible-gitlab-runner,2,pdg,decision_tree,delta,logistic,"[0, 0, 0, 0, 1, 0, 1]","[0, 0, 0, 0, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 0]","[0, 1, 0, 1, 1, 1, 1]","[0, 0, 0, 0, 1, 0, 0]","[1, 0, 1, 0, 1, 0, 0]",7,3,3,0,1,42.86,42.86,0.0,14.29
riemers/ansible-gitlab-runner,3,pdg,decision_tree,delta,logistic,"[0, 0, 0, 0, 1, 0, 1]","[0, 0, 0, 0, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 1]",7,5,1,1,0,71.43,14.29,14.29,0.0
riemers/ansible-gitlab-runner,4,pdg,decision_tree,delta,logistic,"[0, 0, 0, 0, 1, 0, 1]","[0, 0, 0, 0, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 1]",7,5,1,1,0,71.43,14.29,14.29,0.0
riemers/ansible-gitlab-runner,5,pdg,decision_tree,delta,logistic,"[0, 0, 0, 0, 1, 0, 1]","[0, 0, 0, 0, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 1]",7,5,1,1,0,71.43,14.29,14.29,0.0
riemers/ansible-gitlab-runner,6,pdg,decision_tree,delta,logistic,"[0, 0, 0, 0, 1, 0, 1]","[1, 0, 0, 0, 1, 0, 0]","[0, 1, 1, 1, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 1, 0, 0]","[0, 1, 1, 1, 0, 1, 1]",7,4,1,1,1,57.14,14.29,14.29,14.29
riemers/ansible-gitlab-runner,7,pdg,decision_tree,delta,logistic,"[1, 0, 0, 0, 1, 0, 1]","[1, 0, 0, 0, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 1, 0, 0]","[0, 1, 1, 1, 0, 1, 1]",7,4,2,1,0,57.14,28.57,14.29,0.0
riemers/ansible-gitlab-runner,8,pdg,decision_tree,delta,logistic,"[1, 0, 0, 0, 1, 0, 1]","[0, 0, 0, 0, 1, 0, 0]","[0, 1, 1, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 1, 1, 1, 0, 1, 1]",7,4,1,1,1,57.14,14.29,14.29,14.29
riemers/ansible-gitlab-runner,9,pdg,decision_tree,delta,logistic,"[0, 0, 0, 0, 1, 0, 1]","[0, 0, 0, 0, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 1, 1, 1, 0, 1, 1]",7,4,2,1,0,57.14,28.57,14.29,0.0
riemers/ansible-gitlab-runner,10,pdg,decision_tree,delta,logistic,"[0, 0, 0, 0, 1, 0, 1]","[0, 0, 0, 0, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 1, 1, 1, 0, 1, 1]",7,4,2,1,0,57.14,28.57,14.29,0.0
riemers/ansible-gitlab-runner,11,pdg,decision_tree,delta,logistic,"[0, 0, 0, 0, 1, 0, 1]","[0, 0, 0, 0, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 1]",7,5,1,1,0,71.43,14.29,14.29,0.0
riemers/ansible-gitlab-runner,12,pdg,decision_tree,delta,logistic,"[0, 0, 0, 0, 1, 0, 1]","[0, 0, 0, 0, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 0]","[0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[1, 0, 1, 1, 0, 1, 1]",7,4,2,1,0,57.14,28.57,14.29,0.0
riemers/ansible-gitlab-runner,13,pdg,decision_tree,delta,logistic,"[0, 0, 0, 0, 1, 0, 1]","[0, 0, 0, 0, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 1]",7,5,1,1,0,71.43,14.29,14.29,0.0
riemers/ansible-gitlab-runner,14,pdg,decision_tree,delta,logistic,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0]","[1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0]","[1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1]",12,5,1,3,3,41.67,8.33,25.0,25.0
riemers/ansible-gitlab-runner,15,pdg,decision_tree,delta,logistic,"[0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1]","[0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0]","[1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1]",12,6,4,2,0,50.0,33.33,16.67,0.0
riemers/ansible-gitlab-runner,16,pdg,decision_tree,delta,logistic,"[0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1]","[0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0]","[1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0]","[1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1]",12,5,4,3,0,41.67,33.33,25.0,0.0
riemers/ansible-gitlab-runner,17,pdg,decision_tree,delta,logistic,"[0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1]","[0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0]","[1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1]",12,6,4,2,0,50.0,33.33,16.67,0.0
riemers/ansible-gitlab-runner,18,pdg,decision_tree,delta,logistic,"[0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1]","[0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0]","[1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0]","[1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1]",12,5,4,3,0,41.67,33.33,25.0,0.0
riemers/ansible-gitlab-runner,19,pdg,decision_tree,delta,logistic,"[0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1]","[0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0]","[1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1]",12,5,5,2,0,41.67,41.67,16.67,0.0
riemers/ansible-gitlab-runner,20,pdg,decision_tree,delta,logistic,"[0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1]","[0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0]","[1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1]",12,6,4,2,0,50.0,33.33,16.67,0.0
riemers/ansible-gitlab-runner,21,pdg,decision_tree,delta,logistic,"[0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1]","[0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0]","[1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1]",12,6,4,2,0,50.0,33.33,16.67,0.0
riemers/ansible-gitlab-runner,22,pdg,decision_tree,delta,logistic,"[0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1]","[0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0]","[1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0]","[1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1]",12,6,3,2,1,50.0,25.0,16.67,8.33
riemers/ansible-gitlab-runner,23,pdg,decision_tree,delta,logistic,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1]","[0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0]","[1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0]","[1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1]",12,5,2,3,2,41.67,16.67,25.0,16.67
riemers/ansible-gitlab-runner,24,pdg,decision_tree,delta,logistic,"[0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]","[1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]","[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1]",12,7,0,4,1,58.33,0.0,33.33,8.33
riemers/ansible-gitlab-runner,25,pdg,decision_tree,delta,logistic,"[0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]","[1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]","[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1]",12,5,1,5,1,41.67,8.33,41.67,8.33
riemers/ansible-gitlab-runner,26,pdg,decision_tree,delta,logistic,"[0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]","[1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]","[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1]",12,7,1,3,1,58.33,8.33,25.0,8.33
riemers/ansible-gitlab-runner,27,pdg,decision_tree,delta,logistic,"[0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]","[1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1]",12,6,2,4,0,50.0,16.67,33.33,0.0
riemers/ansible-gitlab-runner,28,pdg,decision_tree,delta,logistic,"[0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1]","[0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0]","[1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1]",12,6,3,3,0,50.0,25.0,25.0,0.0
riemers/ansible-gitlab-runner,29,pdg,decision_tree,delta,logistic,"[0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1]","[0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0]","[1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0]","[1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0]",13,4,4,2,3,30.77,30.77,15.38,23.08
riemers/ansible-gitlab-runner,30,pdg,decision_tree,delta,logistic,"[0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1]","[0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0]","[1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0]","[1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0]",22,9,5,4,4,40.91,22.73,18.18,18.18
riemers/ansible-gitlab-runner,31,pdg,decision_tree,delta,logistic,"[0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0]","[1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1]",22,11,7,4,0,50.0,31.82,18.18,0.0
riemers/ansible-gitlab-runner,32,pdg,decision_tree,delta,logistic,"[0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0]","[0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0]","[1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1]",22,14,8,0,0,63.64,36.36,0.0,0.0
riemers/ansible-gitlab-runner,33,pdg,decision_tree,delta,logistic,"[0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0]","[0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0]","[1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1]",22,15,7,0,0,68.18,31.82,0.0,0.0
riemers/ansible-gitlab-runner,34,pdg,decision_tree,delta,logistic,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0]","[0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0]","[1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1]",22,14,6,1,1,63.64,27.27,4.55,4.55
riemers/ansible-gitlab-runner,35,pdg,decision_tree,delta,logistic,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0]","[0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0]","[1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1]",22,15,7,0,0,68.18,31.82,0.0,0.0
riemers/ansible-gitlab-runner,36,pdg,decision_tree,delta,logistic,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0]","[0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1]",22,17,5,0,0,77.27,22.73,0.0,0.0
riemers/ansible-gitlab-runner,37,pdg,decision_tree,delta,logistic,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0]","[0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0]","[1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1]",22,16,6,0,0,72.73,27.27,0.0,0.0
riemers/ansible-gitlab-runner,38,pdg,decision_tree,delta,logistic,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0]","[0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0]","[1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1]",22,15,7,0,0,68.18,31.82,0.0,0.0
riemers/ansible-gitlab-runner,39,pdg,decision_tree,delta,logistic,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0]","[0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0]","[1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1]",22,16,6,0,0,72.73,27.27,0.0,0.0
riemers/ansible-gitlab-runner,40,pdg,decision_tree,delta,logistic,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0]","[0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0]","[0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1]",22,15,7,0,0,68.18,31.82,0.0,0.0
riemers/ansible-gitlab-runner,41,pdg,decision_tree,delta,logistic,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0]","[0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0]","[1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1]",22,17,5,0,0,77.27,22.73,0.0,0.0
